researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
강형원 (KANG HYUNG WON),10445,융복합전자소재연구센터,https://rcard.re.kr/detail/68ryITyOsD6bpz4MOxP9qA==,7,MOE-000372,CONCH: Ceramic resilience OptimizatioN with Complex Hierarchical structure,Hortense LE FERRAND,Nanyang Technological University,structural ceramics; grain orientation; grain boundaries; near net shape manufacturing; flow tolerance,0.3599,0.5142,0.0000
강형원 (KANG HYUNG WON),10445,융복합전자소재연구센터,https://rcard.re.kr/detail/68ryITyOsD6bpz4MOxP9qA==,8,MOE-000055,Topology-based featurization for machine learning models in materials informatics,XIA Kelin,Nanyang Technological University,Materials discovery; Topological data analysis (TDA); Persistent homology (PH); Machine learning; Feature engineering; Perovskites.,0.3542,0.5060,0.0000
강형원 (KANG HYUNG WON),10445,융복합전자소재연구센터,https://rcard.re.kr/detail/68ryITyOsD6bpz4MOxP9qA==,9,MOE-000517,High-frequency exploration of twist-controlled moiré structures: from interaction effects to quantum geometry,Denis Bandurin,National University of Singapore,"interacting electron systems, plasmonics, quantum geometry, cyclotron resonance, moiré superlattices, twisted bilayer graphene, terahertz excitation, electron transport.",0.3521,0.5030,0.0000
강형원 (KANG HYUNG WON),10445,융복합전자소재연구센터,https://rcard.re.kr/detail/68ryITyOsD6bpz4MOxP9qA==,10,NRF-CRP4-2008-04,Interface Science and Technology,CHRISTOS PANAGOPOULOS,Nanyang Technological University,correlated electrons;interfaces;transition metal oxides;spin charge orbital;multilayers;low dimensional electronics,0.3505,0.5007,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,1,NRF-CRP11-2012-03,Doped Contacts and Heterostructures for Solution-Processable Plastic Electronics,Peter Ho,National University of Singapore,device science and technology;organic semiconductors;organic light-emitting diodes;organic field-effect transistors;organic solar cells;surface and interface science,0.4106,0.5866,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,2,NRF-000598,"Printed logic from mixed ionic-electronic halides for sustainable hybrid
electronics",Nripan Mathews,Nanyang Technological University,Green electronics; Printed logic; Lead-free halide perovskites; Life-cycle analysis,0.3932,0.5617,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,3,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3841,0.5488,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,4,NRF-CRP6-2010-05,Novel 2D Materials with Tailored Properties: Beyond Graphene,Antonio Helio de Castro Neto,National University of Singapore,electronic properties;optical properties;structural properties;photovoltaics;composite materials;photonics,0.3815,0.5450,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,5,NRF-NRFF2011-02,Novel Electronic and Opto-electronic Materials from Solution-based Assembly of Two-Dimensional Layered Transition-Metal Dichalcogenide Nanosheets,Goki Eda,National University of Singapore,layered compounds;nanomaterial;low-dimensional material;large-area electronics;thin film;opto-electronics,0.3738,0.5340,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,6,NRF-NRFI2016-05,Deformable electronic materials and devices for human machine interface,Lee Pooi See,Nanyang Technological University,Data Access Contact:,0.3714,0.5306,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,7,NRF-G-CRP2007-03,Graphene Related Materials and Devices,Loh Kian Ping,National University of Singapore,graphene;nanofabrication;electronics;nanoclusters;nanotechnology;spin transport,0.3618,0.5145,0.0053
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,8,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3597,0.5139,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,9,NRF-CRP13-2014-02,Next Generation High Performance Transparent Conductors for Flexible Interactive Touch Devices,Lee Pooi See,Nanyang Technological University,flexible transparent conductors;wearable;nanocellulose;nanowire;interactive touch;solution processible,0.3576,0.5108,0.0000
박세훈 (PARK SE HOON),10446,ICT디바이스·패키징연구센터,https://rcard.re.kr/detail/0xyiJZp3XhiblzVDx3Cj8A==,10,NRF-CRP2-2007-02,Towards Manufacturability of Carbon Nanotube-based Printed Electronics,Bee Eng Mary Chan,Nanyang Technological University,Single Walled Carbon Nanotube;network;printed electronics;chiral-selective synthesis;surfactants;alignment,0.3560,0.5085,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,1,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3433,0.4904,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,2,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3357,0.4767,0.0068
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,3,MOE-000767,Estimation and Inference with Many Weak Instruments and Controls,YICHONG ZHANG,Singapore Management University,Clustered Data; Formula Instruments; Judge Design; Machine Learning; Many Weak Instruments,0.3345,0.4779,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,4,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3299,0.4713,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,5,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3191,0.4559,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,6,NRF-000119,Data Science as a Service (DaaS) to Improve Waterworks Operation Efficiency and Event Detection – A Smart SCADA,Seah Hsiu- Min Eugene,Surbana Technologies Pte. Ltd.,"scada, smart, data science, data analytics, machine learning, artificial intelligence",0.3055,0.4364,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,7,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3053,0.4361,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,8,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3048,0.4354,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,9,NRF-000564,"MARITIME ARTIFICIAL INTELLIGENCE RESEARCH FOR
SHIPPING DISRUPTION EVALUATION, LAUNCH BOAT OPTIMISATION AND DIGITAL
TESTING OF VESSEL PREDICTIVE MAINTENANCE",FU XIUJU,IHPC - Institute of High Performance Computing,Maritime AI; Shipping Disruption; Vessel Optimisation and Scheduling; Vessel Predictive Maintenance; Evaluation and Digital Testing,0.3029,0.4327,0.0000
최성순 (Sungsoon Choi),10448,신뢰성연구센터,https://rcard.re.kr/detail/GrxqsvE1s9HOXHXbBq6tBA==,10,NRF-000017,Cyber Forensics & Assurance R&D Programme,Gan Chee Lip,Nanyang Technological University,"Forensics, Data Recovery, Hardware Assurance, Anti-Forensic Solutions, Side Channel Techniques",0.2998,0.4283,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3492,0.4988,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,2,NRF-CRP6-2010-05,Novel 2D Materials with Tailored Properties: Beyond Graphene,Antonio Helio de Castro Neto,National University of Singapore,electronic properties;optical properties;structural properties;photovoltaics;composite materials;photonics,0.3436,0.4908,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,3,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3320,0.4742,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,4,NRF-000440,Interface Engineered Ferroelectric 2D Materials for Artificial Synapses and Neuromorphic Computing,CHEN WEI,National University of Singapore,"Interface Engineering, 2D Materials, Neuromorphic Computing, Artificial Synapse, Surface Science, Epitaxy",0.3265,0.4664,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,5,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3239,0.4627,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,6,NRF-CRP8-2011-07,Plasmonic-Electronics: New Generation of Devices to Bypass Fundamental Limitations,Christian Albertus Nijhuis,National University of Singapore,plasmonics;solar cells;nanoelectronics;graphene;fabrication;devices,0.3237,0.4624,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,7,MOE-000055,Topology-based featurization for machine learning models in materials informatics,XIA Kelin,Nanyang Technological University,Materials discovery; Topological data analysis (TDA); Persistent homology (PH); Machine learning; Feature engineering; Perovskites.,0.3225,0.4607,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,8,MOH-001471,Human Joint Motion & Load Sensing Using E-textiles,Lau Jun Liang,Nanyang Technological University,E-textiles; telerehabilitation; gait motion; wearable sensor; kinematic;kinetics,0.3219,0.4599,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,9,MOE-000576,Six-Dimensional Data-Driven In-Vivo Estimation of Joint Kinetics for Gait Analysis,Shiu Kar Mun Teresa,Republic Polytechnic,"Joint kinetics, joint kinematics, inverse dynamic, machine learning, data science, gait analysis, movement analysis",0.3144,0.4491,0.0000
오철민 (OH Chulmin),10449,융복합전자소재연구센터,https://rcard.re.kr/detail/NNn+B2pv245aceo/2h9HCw==,10,C/CSSSP/0008/2017,Development of a platform to bridge genomic information with phenotypic information for healthcare and healthcare research.,Iain Tan Bee Huat,National Cancer Centre Singapore,"Genomics, Data Science, Oncology",0.3124,0.4463,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,1,MOE-000625,AI-Generated Content: Economic Impacts and Implications for Policy and Regulation,Goh Khim Yong,National University of Singapore,"Generative AI, Digital Media Content, Digital Labor Platform, Structural Demand and Supply Model, Econometric and Causal Impact Evaluation",0.4181,0.5973,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,2,MOE-000733,Decoding Organizational Ethical Awareness: Unraveling the Formation and Consequences in the Context of Generative AI,Nan HU,Singapore Management University,Generative Artificial Intelligence; Ethics; Business Management; Large Language Model,0.3889,0.5556,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,3,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3851,0.5502,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,4,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3794,0.5420,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,5,MOE-000820,AI-Oriented Software Configurable Network-on-Chip,Liu Weichen,Nanyang Technological University,Network-on-Chip; Software Configurability; Hardware-Software Co-design; Task Mapping; Routing; AI Acceleration,0.3782,0.5402,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,6,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3778,0.5397,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,7,NRF-000362,"Integrative Threat Modeling, Risk Assessment, and Security Control Management for Government Settings",Chen Binbin,Singapore University of Technology and Design,Threat Modeling; Risk Assessment; Security Control Management; IM8 compliance,0.3757,0.5368,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,8,MOE-000609,Multi-Modal Reimaginative 4D Generation Engine,Ziwei Liu,Nanyang Technological University,Generative AI; 3D/4D Generation; Multi-Modal Learning; Reflectance Modeling; Motion Generation,0.3745,0.5350,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,9,NRF-000024,Framework for Practical Quantum Communication with Untrustworthy Devices,LIM CI WEN,National University of Singapore,Quantum Information; Quantum Technologies; Quantum Cryptography; Quantum Information Theory; Quantum Key Distribution; Quantum Random Number Generation,0.3742,0.5345,0.0000
김현식 (KIM HYUN SIK),10450,콘텐츠응용연구센터,https://rcard.re.kr/detail/opEKESk6Hs60E3eA7N9SSw==,10,MOE-000020,Enabling Synaptic Logic Transistors by Gate-Dielectric Defect Characterization,ANG Diing Shenp,Nanyang Technological University,Neuromorphic computing; artificial synapse; dielectric defect relaxation; atomic-scale characterization,0.3716,0.5309,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3720,0.5314,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,2,MOE-000495,"A New-Generation Envelope Tracking Modulator for Radio-Frequency Communications Devices (including the Internet-of-Things): Higher Power-Efficiency, Wider Bandwidth and 'Open' Platform",Joseph Sylvester Chang,Nanyang Technological University,Envelope Tracking Modulator (ETM); Power Efficiency; High Bandwidth; GaN;  Internet of Things (IoT); Radio Frequency Power Amplifier,0.3688,0.5268,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,3,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3508,0.5012,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,4,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3426,0.4894,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,5,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3385,0.4835,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,6,NRF-000476,Novel Extraordinary Electronic Devices for Super-fast Processing and Extreme Exchange of Data (NEED for SPEED),Mohammad Samizadeh Nikooytabalvandani,Nanyang Technological University,Electronic devices; terahertz; 6G telecommunications; Infrared electronics; Artificial intelligence; Nanoprocessors,0.3335,0.4765,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,7,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3290,0.4700,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,8,NRF-000035,National Satellite of Excellence in Mobile Systems Security and Cloud Security,Robert Deng,Singapore Management University,Mobile platform security; user authentication; mobile app security; mobile cloud security,0.3276,0.4680,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,9,NRF-000148,On-chip Terahertz Topological Photonics for 6G Communication (TERACOMM),Ranjan Singh,Nanyang Technological University,Terahertz communication; Topological photonics; On-chip; Bending loss; Bandwidth; Modulation,0.3276,0.4680,0.0000
김도훈 (KIM DOHOON),10452,VR·AR연구센터,https://rcard.re.kr/detail/i8G/hb/DBPOBfPQI3I+Yhg==,10,MOE-000006,A Scalable and Intelligent Tutoring System for Air Traffic Control Training,Chan Toong Shoon Alvin,Singapore Institute of Technology,"Training Platform, Virtual Reality, Air Traffic Control, Intelligent Tutoring System",0.3268,0.4668,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,1,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3760,0.5371,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,2,NRF-000476,Novel Extraordinary Electronic Devices for Super-fast Processing and Extreme Exchange of Data (NEED for SPEED),Mohammad Samizadeh Nikooytabalvandani,Nanyang Technological University,Electronic devices; terahertz; 6G telecommunications; Infrared electronics; Artificial intelligence; Nanoprocessors,0.3650,0.5215,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,3,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3585,0.5121,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,4,MOE-000761,Synthesizing Complex Data under Differential Privacy,Xiaokui Xiao,National University of Singapore,"Data management, data privacy",0.3573,0.5104,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,5,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3533,0.5047,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,6,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3531,0.5044,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,7,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3522,0.5031,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,8,OH/NIC/EIG01/2017,Robotics Technologies for Fall Prevention,Wei Tech Ang,Nanyang Technological University,Data Access Contact:,0.3511,0.5016,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,9,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3450,0.4929,0.0000
손행선 (SON HAENG SEON),10455,모빌리티플랫폼연구센터,https://rcard.re.kr/detail/rdHGEbSZXdn+DjWswc3Jxg==,10,NRF-000035,National Satellite of Excellence in Mobile Systems Security and Cloud Security,Robert Deng,Singapore Management University,Mobile platform security; user authentication; mobile app security; mobile cloud security,0.3447,0.4925,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,1,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3879,0.5515,0.0061
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,2,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3484,0.4977,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,3,MOE-000761,Synthesizing Complex Data under Differential Privacy,Xiaokui Xiao,National University of Singapore,"Data management, data privacy",0.3404,0.4863,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,4,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3394,0.4848,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,5,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3388,0.4841,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,6,NRF-000469,Geo-referenced Mapping And Positioning System (GMAPS) for Automatic Generation of As-Built Building Information Model (BIM) of Underground Assets,Fong Wee Teck,I2R - Institute for Infocomm Research,"Geospatial, Mixed-Reality, BIM, lidar, RTK, Underground Assets",0.3377,0.4824,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,7,MOE-000055,Topology-based featurization for machine learning models in materials informatics,XIA Kelin,Nanyang Technological University,Materials discovery; Topological data analysis (TDA); Persistent homology (PH); Machine learning; Feature engineering; Perovskites.,0.3358,0.4797,0.0000
김경원 (KIM KYUNGWON),10456,정보미디어연구센터,https://rcard.re.kr/detail/DzOuPPmX5QOSLFlWT6N+ag==,8,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3356,0.4794,0.0000
